# {"t_start": 1550570236.4025958, "env_id": "PongNoFrameskip-v4"} 
r,l,t--19.0,4100,5.716197--19.0,4341,8.497591--21.0,3304,11.480027-2-20.0,3444,23.223895---19.0,3921,29.731378--19.0,3975,36.189905--20.0,3923,42.735844--20.0,3838,49.03692-20-20.0,4155,56.07565-21-18.0,4429,63.14979-17-20.0,3460,69.28050-21-18.0,4954,76.824599
-19.0,4551,84.003558
-20.0,4915,91.359143
-20.0,4153,98.046314
-20.0,3832,104.504733
-21.0,3371,110.777024
-21.0,3476,117.110752
-19.0,4257,124.066098
-21.0,3408,130.220387
-21.0,3612,136.589097
-20.0,4072,143.24152
-20.0,3629,149.655385
-21.0,3375,155.746899
-20.0,4036,162.551954
-20.0,4056,169.227712
-20.0,4151,175.954617
-20.0,3687,182.08289
-18.0,5273,189.930911
-20.0,4007,196.578774
-20.0,4165,203.448135
-17.0,5226,211.28701
-21.0,3488,217.515532
-20.0,3675,223.789428
-21.0,3953,230.403939
-20.0,4581,237.489233
-20.0,3919,243.97624
-19.0,4744,251.26533
-20.0,4776,262.131056
-21.0,4080,268.887098
-20.0,4157,275.611-20.0-20.0,4422,282.325-20.-20.0,3959,288.7900-18.-20.0,3700,295.167-17.0-20.0,3918,301.791-19.-18.0,5091,309.2981-16.0,5708,316.733373
-19.-19.0,4616,323.6732-20.-21.0,4632,330.5309-20.-20.0,4512,337.4471-16.-21.0,3731,343.7612-18.-17.0,5837,355.20-19.0-20.0,4185,362.020-20.0-18.0,5124,369.376-19.0-19.0,5053,376.826-20.-18.0,4902,387.7479-18.-19.0,4845,395.1047-16.-18.0,5519,402.9977-18.-20.0,4264,409.9694-20.-20.0,4939,417.3530-16.0,6170,429.102675
-19.0,5176,436.649164
-20.0,5470,447.814397
-13.0,7299,456.901676
-17.0,4561,467.325956
-21.0,5337,475.058065
-18.0,6474,487.393547
-20.0,5763,495.689565
-17.-16.0,6916,507.9045-19.-15.0,8462,521.4654-1-1-15.0,7222,530.5757-1--19.0,6338,542.35975-1-12.0,7586,555.198728-1-12.0,9123,569.377832
-11.0,7366,581.980497-1-17.0,7723,595.100113
-14.0,8182,608.921643
-12.0,8760,622.733662
-17.0,6911,635.319187--18.0,7110,648.180045--20.0,6157,656.552048--17.0,6936,669.137008--12.0,8612,682.944081-1-17.0,6483,695.128667-1-11.0,7989,708.620792-1-13.0,7906,721.58247-15-11.0,8787,735.3371-16-15.0,7318,748.00571-14-12.0,8476,761.74292-15-8.0,9941,776.535874-1-6.0,10851,795.265341-1-9.0,10165,813.408422
-11.0,8936,827.222709
-8.0,9939,841.762521
-3.0,10419,859.746465
-2.0,9851,874.378117
-1.0,11207,893.406129
-5.0,9718,911.555801
-5.0,9307,925.55049
1.0,9667,940.007215
-2.0,10092,958.1023
-9.0,8031,971.308451
3.0,9889,985.988897
2.0,10671,1004.652142
-7.0,8596,1018.287084
-3.0,10308,1036.22147
-4.0,10102,1050.992031
-3.0,9841,1068.819772
-2.0,10449,1084.36061
-4.0,9492,1101.953844
-2.0,10795,1117.16893
-4.0,9852,1134.963554
-7.0,8994,1148.832336
-2.0,10417,1167.287992
-6.0,8709,1180.652367
-4.0,9793,1195.371222
-7.0,9375,1209.413137
-6.0,9509,1226.823729
-3.0,10047,1241.793178
-6.0,9101,1259.010828
1.0,10500,1273.972183
-1.0,10474,1292.391004
1.0,10515,1307.588734
-1.0,10772,1326.248101
-15.0,5153,1333.619497
-11.0,7992,1346.701643
-1.0,10783,1365.359033
-3.0,10364,1383.647648
-6.0,9526,1397.782992
-6.0,9761,1415.36217
-1.0,10931,1430.687014
-4.0,9965,1448.696955
1.0,10960,1467.755545
-3.0,9602,1481.97743
1.0,10175,1496.715995
-2.0,11121,1515.437028
-4.0,9648,1533.310698
-2.0,10455,1548.323642
-3.0,10609,1566.649045
-9.0,9476,1580.82544
-8.0,8943,1594.568945
-1.0,11347,1613.727319
-4.0,10526,1631.887809
1.0,11351,1650.960708
-2.0,11329,1670.167032
-12.0,7700,1679.574764
-7.0,9401,1697.005877
-7.0,9253,1711.362703
-3.0,10913,1730.164046
-3.0,9837,1744.534949
-1.0,12497,1764.220377
-3.0,9522,1781.919203
-3.0,9504,1796.25056
-1.0,11281,1815.366244
-13.0,7145,1827.889089
2.0,10651,1843.072405
-8.0,8991,1860.221657
1.0,9812,1874.864618
-4.0,11195,1893.80905
-4.0,9550,1908.004555
-2.0,11329,1927.217643
-13.0,7460,1939.652537
-6.0,9438,1954.083735
-2.0,9945,1972.333914
-7.0,9053,1986.397907
-3.0,10016,2004.302927
-7.0,9743,2018.788588
-3.0,11094,2037.412113
-6.0,10415,2052.295099
-8.0,9315,2069.783437
-4.0,10298,2084.598907
-8.0,9531,2102.201506
-1.0,11013,2117.766014
-2.0,11794,2137.267617
-10.0,8149,2150.492188
-2.0,11909,2169.970453
-7.0,8549,2183.391863
-8.0,8885,2200.627892
-10.0,8382,2214.098119
-2.0,10328,2228.968933
-5.0,10057,2247.121666
-2.0,10773,2265.707333
-1.0,10552,2280.687185
-4.0,11324,2299.835669
-7.0,9551,2314.201607
-5.0,9917,2332.52719
-3.0,11262,2351.59465
-4.0,11355,2370.434198
1.0,11801,2386.909482
-6.0,10190,2405.077619
-2.0,12119,2424.423708
-3.0,11067,2443.244588
-8.0,10108,2457.902981
2.0,12634,2478.037282
-12.0,8124,2494.833314
-7.0,9437,2509.05685
-8.0,10119,2523.702036
2.0,10398,2542.032064
-5.0,10248,2560.176687
-7.0,8666,2574.168371
-5.0,9594,2588.692482
-6.0,10080,2606.718311
-5.0,11686,2626.174006
-3.0,11355,2642.00652
-3.0,12545,2662.374762
1.0,12600,2685.581098
-4.0,10329,2700.412488
1.0,11474,2719.687571
-9.0,10373,2738.171935
-2.0,11485,2757.313191
-8.0,9406,2771.276503
-7.0,11125,2790.425696
-5.0,9769,2804.740914
-4.0,10619,2823.387428
1.0,10870,2838.955155
-5.0,9956,2857.14742
-5.0,10754,2875.260691
-8.0,9537,2889.794159
-6.0,9744,2904.199911
-11.0,7988,2917.125568
-2.0,12477,2940.327823
-1.0,11948,2956.282525
-2.0,11813,2975.641328
-7.0,11190,2994.290183
-3.0,10663,3012.706438
-3.0,11085,3031.657743
-6.0,10306,3046.692805
4.0,10423,3065.178536
-1.0,12332,3084.924376
-5.0,11087,3103.698467
2.0,12759,3084.416462
-6.0,9230,3098.386413

7
-4.0,11168,3084.784899
-3.0,11442,3103.880885
3-20.0,3348,776.3-21.0,3-21.0,3296,779.0-21.0,3-19.0,4975,783.462793
-21.0,3416,786.512389
-18.0,4057,790.171383
-21.0,3892,793.48748
-21.0,3296,796.594409
-19.0,3986,799.381264
-21.0,3408,802.607898
-21.0,3841,805.715039
-21.0,3900,809.231215
-19.0,3988,812.516567
-19.0,4642,816.5039
-20.0,4323,820.352272
-21.0,3540,823.183804
-21.0,3788,826.49583
-21.0,3131,829.182025
-21.0,3648,832.356007
-21.0,3240,835.290482
-21.0,3536,838.296469
-19.0,4510,842.39389
-20.0,3670,845.604826
-19.0,4274,849.242476
-21.0,3300,852.191204
-21.0,3296,854.636169
-20.0,3828,857.883524
-20.0,4035,861.607074
-21.0,3296,864.460866
-21.0,3735,867.873053
-18.0,4212,871.441993
-20.0,3751,874.82109
-18.0,4129,878.357359
-21.0,4432,881.988226
-20.0,3443,885.01861
-20.0,4039,888.546716
-21.0,3536,891.682714
-20.0,3370,894.805982
-21.0,3780,898.235616
-21.0,3296,901.251805
-21.0,3764,903.790516
-19.0,4636,908.310347
-20.0,3598,911.297673
-20.0,3348,913.853447
-20.0,3479,916.646615
-21.0,3548,920.029142
-21.0,3408,922.854197
-20.0,3964,926.537479
-21.0,3487,929.260657
-20.0,4816,933.569839
-21.0,3168,936.271108
-21.0,3763,939.714213
-21.0,3792,942.578051
-20.0,-19.0,4461,946.02-20.0,-20.0,4311,949.47-20.0,-20.0,3925,953.10-20.0,-21.0,3408,955.46-21.0,-21.0,3312,958.71-21.0,-20.0,3551,961.69-19.0,-20.0,4207,965.64-20.0,-19.0,3992,968.80-19.0,-21.0,4077,972.60-20.0,-20.0,3924,975.87-20.0,-20.0,4114,979.60-21.0,-18.0,4690,983.56-20.0,-20.0,3687,986.81-21.0,-21.0,3433,989.85-20.0,-20.0,3943,993.31-21.0,-21.0,3412,996.39-21.0,-20.0,3776,999.81-20.0,-20.0,3514,1002.77-21.0,-21.0,3410,1005.9-21.0,-19.0,4343,1009.29-21.0,-20.0,3907,1012.88-21.0,-20.0,3631,1015.73-18.0,-20.0,3971,1019.44-21.0,-20.0,4216,1022.88-20.0,-20.0,4180,1026.39-21.0,-20.0,3367,1029.37-20.0,-20.0,3588,1032.13-21.0,-19.0,3865,1035.48-19.0,-20.0,3721,1038.83-21.0,-18.0,4483,1042.77-21.0,-20.0,3444,1045.75-21.0,-21.0,3379,1048.83-20.0,-20.0,3479,1051.94-20.0,-20.0,4630,1055.84-20.0,-21.0,3523,1058.96-19.0,-21.0,3131,1061.71-19.0-21.0,3652,1065.088-21.0-18.0,4678,1069.162-19.0-21.0,3168,1072.104-20.0-21.0,3296,1074.531-21.0-19.0,4147,1078.289-21.0-21.0,3131,1080.952-20.0-20.0,4564,1084.925-21.-19.0,3897,1088.0935-19.-21.0,3168,1091.003-19.0-21.0,3408,1093.692-20.0-21.0,3652,1097.082-21.0-21.0,3416,1099.871-20.0,3574,1103.245929
-21.0-19.0,4450,1106.701-20.-20.0,3928,1110.3604-18.0,4495,1113.288323
-17.0,5272,1118.0296
-21.0,3243,1120.804811
-19.0,4242,1124.534664
-21.0,3784,1127.731305
-21.0,3540,1130.926783
-21.0,3131,1133.136211--20.0,3610,1136.498119--20.0,3549,1139.45056
-21.0,3403,1142.734177
-21.0,3724,1145.783951
-20.0,4565,1149.964518--21.0,3296,1152.78833
-20.0,3954,1156.374002
-21.0,3296,1159.228744
-20.0,3700,1162.750161
-20.0,3863,1165.746205
-21.0,3296,1168.448966
-21.0,3300,1171.062725
-20.0,3697,1174.441904
-21.0,3296,1177.416282
-21.0,3536,1180.604553
-20.0,4042,1184.18891
-21.0,3131,1186.961816
-21.0,3296,1189.505085
-20.0,3427,1192.365176
-19.0,3976,1195.880976
-19.0,4107,1199.23409
-21.0,3243,1202.222656
-21.0,3408,1205.162877
-19.0,3884,1208.629756
-20.0,3931,1212.010805
-21.0,3544,1215.252472
-21.0,4317,1218.863225
-20.0,3863,1222.388349
-21.0,3243,1225.089285
-2-19.0,4792,1228.972396-2-19.0,3899,1232.170755-19.0,4402,1235.527003
-2-20.0,3828,1237.848098-18.0,4326,1241.57196
-21-19.0,4134,1244.39368-21.0,3412,1247.6115
-19.0,4210,1251.061872
-20.0,3838,1254.556967
-21.0,3768,1257.790226
-20.0,3719,1261.098314
-19.0,4351,1264.588405
-20.0,3572,1267.850838
-20.0,3839,1271.133634
-20.0,3725,1274.599455
-21.0,3412,1277.635113
-19.0,4100,1281.24125
-21.0,3300,1283.42976
-21.0,3772,1286.927949
-21.0,4340,1290.344226
-21.0,3131,1293.327014
-20.0,-20.0,3967,1296.46-20.0,4085,1299.953914
-20.0,3706,1302.771
-20.0,3721,1306.29898
-20.0,361-19.0,3930,1309-20.0,392-20.0,3970,1313-21.0,3530,1315.923451
-21.0,340-20.0,3833,1319-21.0,396-20.0,3832,1322-19.0,4108,1326.077031
-20.0,3832,1329.174354
-19.0,4088,1332.920525
-20.0,3959,1336.101253
-21.0,4224,1339.945129
-19.0,4842,1343.833467
-20.0,4070,1347.299124
-21.0,3544,1350.342883
-21.0,3240,1352.787332
-20.0,5030,1357.782922
-20.0,3837,1360.926363
-20.0,3675,1364.281383
-20.0,4044,1367.77782
-21.0,3872,1371.413653
-21.0,3450,1373.569004
-21.0,3788,1376.974648
-21.0,3168,1379.683001
-21.0,4004,1383.239723
-20.0,3722,1386.41254
-19.0,3746,1389.699439
-21.0,3540,1392.751153
-20.0,3367,1395.729026
-20.0,4027,1399.20294
-21.0,4099,1402.75006
-20.0,3549,1405.780823
-21.0,3681,1409.058393
-20.0,3481,1411.470701
-21.0,3296,1414.34913
-21.0,3792,1417.743042
-20.0,3849,1420.957694
-20.0,4157,1424.576418
-20.0,4287,1428.19064
-21.0,4016,1431.530117
-21.0,3128,1434.457739
-18.0,4484,1438.278026
-21.0,3487,1441.464547
-20.0,4041,1445.041194
-20.0,3367,1448.289944
-21.0,3536,1451.404366
-20.0,3684,1454.483615
-21.0,3280,1457.08148
-21.0,3168,1459.762197
-20.0,3479,1463.038267
-20.0,3351,1465.764342
-21.0,3296,1468.861954
-19.0,4209,1472.185559
-21.0,3658,1475.577731
-20.0,4180,1478.776941
-18.0,4865,1482.993541
-21.0,3304,1485.925496
-20.0,4163,1489.635796
-20.0,4073,1493.157972
-21.0,4024,1496.781986
-21.0,3314,1499.729744
-21.0,3243,1502.257382
-21.0,3524,1505.074746
-21.0,3616,1508.466357
-21.0,3296,1511.220399
-20.0,3663,1514.665964
-20.0,3348,1517.372703
-21.0,3656,1520.710914
-19.0,3749,1523.948419
-21.0,3133,1526.414078
-21.0,3304,1529.449579
-21.0,3408,1532.396406
-19.0,3852,1535.793026
-21.0,3488,1538.733458
-20.0,3587,1542.114748
-20.0,3961,1545.394423
-21.0,3168,1548.42961
-19.0,4294,1551.943066
-20.0,3750,1554.911799
-21.0,3371,1557.609997
-21.0,3888,1561.158361
-20.0,3866,1564.27196
-21.0,3725,1567.701234
-19.0,3746,1570.675436
-20.0,4213,1574.448924
-21.0,3410,1577.207191
-20.0,3925,1580.758453
-21.0,3719,1583.856742
-21.0,3304,1587.102316
-21.0,3243,1589.852113
-21.0,3764,1592.925042
-20.0,4042,1596.277257
-19.0,4275,1600.711551
-20.0,3836,1603.826514
-20.0,3719,1606.800174
-20.0,3610,1609.798939
-20.0,4101,1613.472543
-20.0,3959,1616.617472
-21.0,4224,1620.302874
-21.0,3056,1623.046995
-19.0,4659,1627.130709
-20.0,3373,1630.084184
-21.0,3992,1633.638063
-21.0,3304,1636.563875
-20.0,4102,1640.229008
-21.0,3304,1643.206482
-19.0,4619,1647.248016
-21.0,3848,1650.589261
-19.0,4235,1654.296067
-20.0,4245,1658.096234
-21.0,4248,1661.591592
-20.0,3607,1665.000875
-18.0,4544,1668.650171
-21.0,3363,1671.899668
-21.0,3669,1674.698661
-20.0,3622,1678.138413
-20.0,3370,1681.02299
-20.0,4051,1684.762954
-21.0,3656,1687.037755
-21.0,3176,1690.126214
-21.0,3300,1693.136238
-21.0,4050,1696.736891
-20.0,4111,1700.222891
-20.0,3830,1703.731097
-21.0,4032,1706.999521
-20.0,3511,1710.202413
-19.0,3746,1713.304845
-21.0,3619,1716.609516
-20.0,3721,1719.740852
-21.0,3262,1722.180865
-21.0,4144,1726.33762
-21.0,3764,1729.182197
-21.0,3304,1732.15399
-20.0,3507,1735.142472
-20.0,3675,1738.30375
-21.0,3544,1741.26796
-21.0,3784,1744.647843
-20.0,4221,1748.176418
-21.0,3131,1751.104243
-20.0,3348,1753.978624
-21.0,3296,1756.612082
-20.0,3610,1759.557992
-20.0,4017,1763.334636
-20.0,3866,1766.535918
-21.0,3398,1769.750724
-20.0,3962,1772.924548
-20.0,3367,1776.099987
-21.0,3973,1779.354516
-21.0,3730,1782.94429
-21.0,3896,1786.416633
-21.0,3056,1789.434191
-20.0,3479,1791.816461
-21.0,3527,1795.171741
-19.0,3774,1798.321936
-21.0,3536,1801.416894
-19.0,4267,1804.902117
-20.0,4331,1808.801647
-19.0,4247,1812.040306
-21.0,3056,1815.039303
-20.0,3511,1817.966749
-21.0,3571,1821.216512
-21.0,3636,1824.433945
-21.0,3485,1827.684051
-20.0,3482,1830.158184
-19.0,4160,1833.85119
-20.0,3555,1836.870605
-19.0,3869,1840.31075
-19.0,3942,1843.535529
-21.0,3672,1846.869109
-19.0,3854,1850.268378
-21.0,3483,1853.363573
-20.0,4201,1856.983362
-21.0,3176,1859.886428
-20.0,4079,1863.325992
-21.0,3416,1866.378025
-20.0,3973,1869.686122
-20.0,3445,1872.598948
-17.0,4830,1876.555083
-20.0,3962,1879.953123
-19.0,4765,1883.875332
-19.0,4472,1887.952071
-18.0,4798,1891.861782
-20.0,4104,1895.417721
-19.0,4129,1898.931582
-19.0,4270,1902.534925
-21.0,3652,1905.897986
-20.0,3481,1908.828413
-19.0,3864,1912.18225
-21.0,3611,1915.355964
-21.0,3479,1918.351099
-21.0,3396,1921.407577
-21.0,3296,1923.999054
-19.0,4550,1928.04121
-21.0,4032,1931.337477
-21.0,3542,1934.602198
-19.0,4145,1938.06459
-21.0,3648,1940.850518
-19.0,4819,1945.30067
-21.0,3762,1948.66477
-19.0,4157,1952.424701
-19.0,3790,1955.601715
-21.0,3357,1958.250884
-21.0,3304,1961.207662
-20.0,3596,1964.558269
-20.0,4211,1968.12254
-21.0,3540,1971.332901
-21.0,3412,1974.37788
-21.0,3304,1977.272465
-21.0,4968,1981.479038
-20.0,4542,1985.492118
-20.0,4027,1988.642394
-20.0,4087,1992.30368
-20.0,3350,1995.049669
-21.0,3481,1998.145426
-20.0,4085,2001.596532
-20.0,3689,2004.990578
-19.0,4229,2008.484795
-19.0,4053,2012.234753
-18.0,4512,2015.702852
-20.0,3655,2019.070632
-20.0,3464,2021.768561
-19.0,5312,2026.322097
-21.0,3776,2029.564985
-20.0,3551,2032.72116
-20.0,4162,2036.307214
-19.0,3662,2039.542818
-21.0,3131,2042.188317
-19.0,3986,2045.81672
-21.0,4099,2049.317379
-20.0,3607,2052.005185
-20.0,3613,2055.126613
-21.0,3892,2058.554139
-20.0,3367,2061.364231
-20.0,4074,2065.054433
-19.0,4068,2068.331271
-21.0,3296,2071.378159
-20.0,4058,2074.90241
-21.0,3296,2077.913155
-21.0,3595,2080.75964
-21.0,3723,2084.278522
-20.0,3588,2086.978906
-21.0,3371,2089.73674
-21.0,3296,2092.453284
-21.0,3536,2095.729221
-20.0,3853,2098.917946
-19.0,3921,2102.41566
-19.0,3727,2105.620385
-20.0,3722,2108.940974
-21.0,3371,2111.888201
-21.0,3896,2115.373842
-21.0,3640,2118.615089
-21.0,3131,2120.964231
-21.0,3892,2124.437447
-21.0,4127,2127.939118
-20.0,3348,2130.938547
-20.0,4308,2134.525682
-21.0,3523,2137.634768
-21.0,3487,2140.656173
-18.0,4426,2144.478119
-20.0,3830,2147.780082
-19.0,4515,2151.589029
-21.0,3240,2154.511761
-20.0,4393,2158.069319
-20.0,3374,2161.037969
-20.0,3675,2164.201531
-19.0,4172,2167.837668
-21.0,3128,2170.637186
-20.0,3847,2174.147625
-20.0,3945,2177.603457
-19.0,4518,2181.563252
-21.0,3471,2184.431424
-19.0,3902,2187.921777
-20.0,4450,2191.447888
-19.0,4186,2195.267726
-21.0,3176,2197.49635
-21.0,3296,2200.529495
-18.0,4619,2204.296624
-20.0,3794,2207.851437
-19.0,4063,2211.239472
-21.0,3131,2214.263329
-20.0,4221,2217.704884
-21.0,3536,2221.019542
-21.0,3300,2223.850032
-19.0,3731,2227.313833
-21.0,3243,2230.083206
-20.0,3367,2233.15577
-21.0,4132,2236.643137
-21.0,3540,2239.356659
-20.0,4275,2242.98017
-19.0,4293,2247.385583
-21.0,3408,2249.626271
-21.0,3840,2253.115072
-20.0,3990,2256.332696
-21.0,3851,2259.831715
-20.0,3370,2262.865097
-21.0,3485,2266.01907
-17.0,4781,2270.010622
-19.0,4481,2273.944288
-19.0,4416,2277.34564
-20.0,4279,2281.16584
-20.0,3951,2284.529845
-21.0,3540,2287.695235
-21.0,3296,2290.420738
-21.0,3168,2293.448178
-20.0,3700,2296.342691
-21.0,3525,2299.704799
-21.0,3611,2302.744973
-20.0,3615,2306.095774
-20.0,3913,2308.883966
-20.0,4137,2313.243989
-19.0,5450,2317.717937
-20.0,3615,2321.032682
-21.0,4171,2324.459051
-20.0,3925,2328.134056
-21.0,3132,2330.927873
-21.0,3540,2333.649741
-21.0,3300,2336.247789
-20.0,3485,2339.565799
-20.0,3725,2342.51545
-21.0,3400,2345.768334
-20.0,3512,2348.703375
-21.0,3280,2351.803801
-21.0,3414,2354.233977
-19.0,3901,2357.725647
-21.0,3168,2360.478066
-20.0,4199,2364.168605
-21.0,3904,2367.481536
-21.0,4264,2371.349942
-19.0,4255,2374.956935
-21.0,3168,2377.962699
-20.0,3726,2381.226342
-21.0,3841,2384.665979
-21.0,3168,2387.543935
-21.0,3651,2390.864269
-19.0,3853,2394.093674
-21.0,3131,2396.451712
-19.0,3730,2399.659541
-21.0,3191,2402.61545
-21.0,3845,2405.996665
-20.0,3607,2409.165943
-21.0,3623,2412.356978
-19.0,4163,2415.766444
-20.0,3367,2418.929442
-21.0,3300,2421.85772
-20.0,3598,2424.784059
-21.0,3776,2427.695493
-21.0,3416,2430.966999
-21.0,3724,2433.841394
-20.0,3855,2437.358527
-20.0,3607,2440.374636
-21.0,3780,2443.847636
-21.0,3296,2446.540992
-18.0,4765,2450.654693
-21.0,4268,2454.018457
-20.0,3815,2457.540388
-20.0,3613,2460.551704
-20.0,3591,2463.889804
-21.0,3128,2466.513211
-21.0,3280,2469.152582
-20.0,4417,2472.657763
-20.0,4234,2477.116219
-21.0,3536,2479.610586
-21.0,3567,2483.021519
-21.0,4380,2486.66261
-21.0,3408,2489.939934
-20.0,3914,2493.143251
-20.0,3588,2496.582975
-20.0,4169,2499.882098
-19.0,4419,2503.836185
-19.0,3988,2507.184708
-19.0,4168,2510.754097
-20.0,4300,2514.304209
-19.0,4011,2517.588208
-21.0,3408,2520.519887
-20.0,4319,2524.221137
-20.0,3719,2527.550052
-21.0,3131,2530.429608
-20.0,3961,2533.723192
-21.0,3168,2536.672549
-21.0,3617,2539.711519
-20.0,4092,2543.472733
-21.0,3715,2546.575985
-21.0,3414,2549.27291
-20.0,3367,2551.998882
-20.0,3675,2555.51281
-21.0,3648,2558.608083
-21.0,3720,2562.142343
-17.0,4598,2565.946636
-21.0,4864,2570.240916
-20.0,4206,2573.940132
-21.0,3128,2576.733247
-19.0,3758,2579.969028
-21.0,3296,2582.974077
-21.0,3640,2585.97495
-20.0,3707,2589.459813
-17.0,4444,2593.205053
-21.0,3416,2596.37833
-19.0,3680,2599.437936
-20.0,3516,2602.208329
-19.0,3902,2605.518566
-21.0,3296,2608.605869
-20.0,3683,2611.665526
-20.0,3549,2614.965763
-21.0,3363,2617.682723
-20.0,3463,2620.990914
-19.0,3820,2624.034523
-20.0,3485,2627.266793
-20.0,4071,2630.657745
-21.0,3408,2633.366929
-20.0,4139,2636.816722
-21.0,3372,2640.00699
-21.0,3245,2642.77902
-21.0,3536,2645.818676
-19.0,4308,2649.489206
-21.0,3131,2652.214986
-21.0,3520,2655.472377
-21.0,4256,2658.857958
-19.0,3756,2662.204814
-20.0,4178,2665.665223
-20.0,3831,2668.888925
-20.0,4068,2672.463266
-20.0,3624,2675.604557
-19.0,4232,2679.127058
-18.0,4193,2682.642452
-21.0,3768,2686.022401
-18.0,4289,2689.530061
-21.0,3490,2692.817528
-21.0,3300,2695.05399
-21.0,3672,2698.405699
-21.0,3448,2701.352942
-21.0,4132,2704.930698
-20.0,4605,2708.676036
-21.0,3243,2711.635209
-21.0,3398,2714.672011
-21.0,3296,2717.652019
-20.0,3847,2721.170578
-20.0,3679,2724.299185
-20.0,3944,2727.769203
-18.0,4771,2731.933041
-21.0,3168,2734.571348
-21.0,3888,2737.881338
-21.0,3304,2740.362854
-20.0,3367,2743.125426
-21.0,3296,2746.16456
-21.0,3480,2749.013906
-20.0,3367,2752.270268
-20.0,4076,2755.647767
-21.0,3304,2758.859452
-21.0,3408,2761.045823
-21.0,3304,2764.22709
-21.0,3483,2767.331802
-21.0,4100,2770.982426
-21.0,3648,2773.958504
-20.0,4389,2777.839027
-20.0,3828,2780.999136
-21.0,3280,2784.048696
-19.0,3930,2787.452095
-21.0,3168,2790.374534
-21.0,3296,2792.763093
-21.0,3536,2795.876245
-21.0,3280,2798.85464
-20.0,4089,2802.402796
-20.0,3891,2805.803035
-19.0,3774,2809.157048
-20.0,3554,2812.272661
-19.0,3746,2815.547014
-20.0,3510,2818.809933
-20.0,3971,2822.176966
-21.0,3296,2825.312829
-20.0,3511,2827.676457
-20.0,3791,2831.30089
-20.0,3613,2834.274722
-20.0,3925,2837.990844
-20.0,4159,2841.539601
-19.0,4576,2845.759102
-21.0,4244,2849.606434
-21.0,3296,2852.326072
-21.0,3532,2855.327246
-20.0,3591,2858.410711
-20.0,4032,2861.825415
-20.0,4287,2865.372211
-17.0,5339,2869.946896
-20.0,3952,2873.068402
-20.0,3791,2876.716196
-21.0,3856,2879.866623
-20.0,4284,2883.770188
-21.0,3128,2886.378178
-20.0,3835,2889.959794
-20.0,4222,2893.231686
-21.0,3469,2896.545202
-21.0,3408,2899.256449
-21.0,3520,2902.536209
-20.0,3607,2905.575963
-20.0,3607,2909.08317
-20.0,3444,2911.550029
-20.0,3796,2915.031891
-21.0,3764,2918.0651
-21.0,3408,2921.145008
-19.0,3792,2924.369521
-19.0,4180,2928.013755
-21.0,4256,2931.484071
-20.0,3847,2934.926271
-21.0,3878,2938.031235
-18.0,4834,2942.286354
-21.0,3304,2945.025555
-20.0,3675,2948.440624
-21.0,3851,2951.467422
-20.0,3485,2954.768513
-20.0,3605,2957.621192
-19.0,4091,2961.322978
-21.0,3131,2963.976691
-21.0,3412,2966.612384
-20.0,3915,2969.839225
-20.0,4335,2973.71309
-20.0,4213,2977.629717
-21.0,3764,2980.664059
-20.0,4385,2984.597707
-19.0,4236,2988.357085
-20.0,4263,2991.790585
-21.0,3636,2994.949241
-21.0,3131,2997.077582
-20.0,4104,3000.815693
-18.0,4570,3005.120439
-19.0,3928,3007.944652
-20.0,3967,3011.408319
-19.0,5128,3016.062865
-21.0,3526,3019.417882
-20.0,3854,3022.701559
-20.0,3849,3026.265964
-21.0,3396,3028.65338
-20.0,3675,3032.033085
-21.0,3708,3035.081787
-19.0,4701,3039.261179
-21.0,3768,3042.25334
-21.0,3608,3045.610673
-21.0,3326,3048.512955
-20.0,3801,3052.033911
-21.0,3304,3054.951854
-20.0,3923,3058.460017
-21.0,4072,3061.824395
-21.0,3520,3064.996914
-20.0,3721,3068.038631
-20.0,3594,3071.249287
-20.0,4320,3074.694622
-19.0,4029,3078.356348
-21.0,3760,3081.478295
-20.0,3966,3085.157332
-20.0,3934,3087.784614
-20.0,4055,3091.630971
-20.0,3794,3094.810463
-19.0,4226,3098.614239
93.528803
-20.0,3592,3096.792985
3095.744192
-20.0,3367,3098.426694
38565
-21.0,3722,3097.29363
